"","url","is_listing_deleted","brand","modele","address_particulier","address_pro","name_pro","V1","Année","Autres informations","Carrosserie","Consommation mixte","Emissions de CO2","Energie","Kilométrage","Nb de portes","Nombre de places","Prix","Puissance fiscale","Puissance réelle","Transmission","Garantie mécanique","Etat du véhicule"
"85","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230216204A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"86","https://www.paruvendu.fr/a/voiture-occasion/renault/kadjar/1230216191A1KVVOREKAD",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","https://www.paruvendu.fr/a/voiture-occasion/renault/scenic/1230216187A1KVVORESCE",0,"Renault occasion","Scénic","","
136 Route de Reims02200 Soissons
","
RENAULT SOISSONS - AUTOSPHERE
",NA,"Février 2016
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","48 944
km","4 portes avec hayon","5
places","14 990 €","5
CV","110
Ch","Manuelle",NA,NA
"88","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230216183A1KVVORECLI",0,"Renault occasion","Clio","","
136 Route de Reims02200 Soissons
","
RENAULT SOISSONS - AUTOSPHERE
",NA,"Octobre 2015
Assurance auto : Comparez",NA,"Break",NA,NA,"Essence","36 438
km","4 portes avec hayon","5
places","11 490 €","5
CV","90
Ch","Manuelle",NA,NA
"89","https://www.paruvendu.fr/a/voiture-occasion/citroen/c4/1230216180A1KVVOCIC4",0,"Citroën occasion","C4 cactus","","
138 Avenue du Maréchal Joffre02500 Hirson
","
RENAULT HIRSON - AUTOSPHERE
",NA,"Novembre 2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","86 006
km","4 portes avec hayon","5
places","11 980 €","5
CV","100
Ch","Automatique",NA,NA
"90","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230216177A1KVVOCIC3",0,"Citroën occasion","C3 Picasso","","
138 Avenue du Maréchal Joffre02500 Hirson
","
RENAULT HIRSON - AUTOSPHERE
",NA,"Décembre 2013
Assurance auto : Comparez",NA,"Monospace","4.0
litres / 100 km","105
g/km","Diesel","28 599
km","4 portes avec hayon","5
places","10 980 €","5
CV","92
Ch","Automatique",NA,NA
"91","https://www.paruvendu.fr/a/voiture-occasion/renault/espace/1230216176A1KVVOREESP",0,"Renault occasion","Espace","","
106 Rue Pasteur02300 Chauny
","
RENAULT CHAUNY - AUTOSPHERE
",NA,"Juillet 2016
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","47 922
km","4 portes avec hayon","5
places","28 490 €","8
CV","160
Ch","Automatique",NA,NA
"92","https://www.paruvendu.fr/a/voiture-occasion/peugeot/206/1230216174A1KVVOPE206",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1230216175A1KVVONIQAS",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","https://www.paruvendu.fr/a/voiture-occasion/renault/laguna/1230216173A1KVVORELAG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1230216172A1KVVOOPCOR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230216170A1KVVOAUA1",0,"Audi occasion","A1","","
9 Rue Alain Bombard80136 Rivery
","
AUDI AMIENS - AUTOSPHERE
",NA,"Avril 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","6 925
km","4 portes avec hayon","4
places","26 990 €","6
CV","125
Ch","Automatique",NA,NA
"97","https://www.paruvendu.fr/a/voiture-occasion/porsche/cayman/1230216121A1KVVOPOCAM",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"98","https://www.paruvendu.fr/a/voiture-occasion/porsche/cayenne/1230216118A1KVVOPOCAY",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","https://www.paruvendu.fr/a/voiture-occasion/opel/corsa/1230216115A1KVVOOPCOR",0,"Opel occasion","Corsa","","
25 route d Orléans45380 La Chapelle-Saint-Mesmin
","
OPEL ORLEANS - AUTOSPHERE
",NA,"2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","30 863
km","4 portes avec hayon","5
places","10 450 €","5
CV","90
Ch","Manuelle",NA,NA
"100","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230216102A1KVVOCIC3",0,"Citroën occasion","C3","","
Rue Jean Couzinet Espace Mendès France79000 Niort
","
CITROEN NIORT - AUTOSPHERE
",NA,"Janvier 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","18 632
km","4 portes avec hayon","5
places","12 990 €","4
CV","82
Ch","Manuelle",NA,NA
"101","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230216101A1KVVOCIC3",0,"Citroën occasion","C3","","
Rue Jean Couzinet Espace Mendès France79000 Niort
","
CITROEN NIORT - AUTOSPHERE
",NA,"Janvier 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","19 210
km","4 portes avec hayon","5
places","14 990 €","5
CV","110
Ch","Manuelle",NA,NA
"102","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3-aircross/1230216100A1KVVOCIC3A",0,"Citroën occasion","C3 Aircross","","
Rue Jean Couzinet Espace Mendès France79000 Niort
","
CITROEN NIORT - AUTOSPHERE
",NA,"Janvier 2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","21 820
km","4 portes avec hayon","5
places","18 690 €","5
CV","99
Ch","Manuelle",NA,NA
"103","https://www.paruvendu.fr/a/voiture-occasion/renault/twingo/1230216095A1KVVORETWI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"104","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230216097A1KVVOCIC3",0,"Citroën occasion","C3","","
Rue Jean Couzinet Espace Mendès France79000 Niort
","
CITROEN NIORT - AUTOSPHERE
",NA,"Septembre 2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","28 734
km","4 portes avec hayon","5
places","13 490 €","5
CV","99
Ch","Manuelle",NA,NA
"105","https://www.paruvendu.fr/a/voiture-occasion/citroen/c3/1230216092A1KVVOCIC3",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"106","https://www.paruvendu.fr/a/voiture-occasion/peugeot/5008/1230216094A1KVVOPE5M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"107","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230216090A1KVVOBMS1",0,"BMW occasion","Série 1","","
1550 Route de St Gilles ZAC Mas des Abeilles30000 Nîmes
","
BMW NIMES - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","3 500
km","4 portes avec hayon","5
places","39 690 €","10
CV","190
Ch","Automatique",NA,NA
"108","https://www.paruvendu.fr/a/voiture-occasion/bmw/x2/1230216089A1KVVOBMX2",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"109","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1230216088A1KVVOMCCOO",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"110","https://www.paruvendu.fr/a/voiture-occasion/mini/cooper/1230216087A1KVVOMCCOO",0,"Mini occasion","Cooper","","
1550 Route de St Gilles ZAC Mas des Abeilles30000 Nîmes
","
BMW NIMES - AUTOSPHERE
",NA,"Novembre 2015
Assurance auto : Comparez",NA,"Berline","3.7
litres / 100 km","98
g/km","Diesel","38 971
km","2 portes avec hayon","4
places","20 900 €","6
CV","116
Ch","Automatique",NA,NA
"111","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230216083A1KVVOMEC",0,"Mercedes occasion","Classe C","","
1 Impasse du Clos Rose77144 Montévrain
","
MERCEDES MARNE LA VALLEE - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","5 000
km","4 portes","5
places","44 800 €","8
CV","150
Ch","Automatique",NA,NA
"112","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1230216082A1KVVOMEE",0,"Mercedes occasion","Classe E","","
1 Impasse du Clos Rose77144 Montévrain
","
MERCEDES MARNE LA VALLEE - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"Coupé",NA,NA,"Diesel","250
km","2 portes","4
places","60 900 €","10
CV","194
Ch","Automatique",NA,NA
"113","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-c/1230216081A1KVVOMEC",0,"Mercedes occasion","Classe C","","
1 Impasse du Clos Rose77144 Montévrain
","
MERCEDES MARNE LA VALLEE - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","5 000
km","4 portes avec hayon","5
places","48 990 €","10
CV","194
Ch","Automatique",NA,NA
"114","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-a/1230216079A1KVVOMEA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","https://www.paruvendu.fr/a/voiture-occasion/mercedes/classe-e/1230216080A1KVVOMEE",0,"Mercedes occasion","Classe E","","
1 Impasse du Clos Rose77144 Montévrain
","
MERCEDES MARNE LA VALLEE - AUTOSPHERE
",NA,"2018
Assurance auto : Comparez",NA,"Cabriolet",NA,NA,"Diesel","6 500
km","2 portes","4
places","54 900 €","10
CV","194
Ch","Automatique",NA,NA
"116","https://www.paruvendu.fr/a/voiture-occasion/toyota/c-hr/1230216066A1KVVOTOCHR",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230216064A1KVVORECLI",0,"Renault occasion","Clio","","
Avenue du 8 mai 1945 BP 5013700 Marignane
","
RENAULT MARIGNANE - AUTOSPHERE
",NA,"Février 2016
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","54 971
km","4 portes avec hayon","5
places","11 290 €","4
CV","90
Ch","Manuelle",NA,NA
"118","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230216061A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"119","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230216062A1KVVORECLI",0,"Renault occasion","Clio","","
17 Rue du Pont Rouge57000 Metz
","
RENAULT METZ - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","10
km","4 portes avec hayon","5
places","16 490 €","5
CV","90
Ch","Manuelle",NA,NA
"120","https://www.paruvendu.fr/a/voiture-occasion/audi/a7/1230216054A1KVVOAUA7",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"121","https://www.paruvendu.fr/a/voiture-occasion/audi/a6/1230216055A1KVVOAUA6",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230216050A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"123","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/touran/1230216048A1KVVOVWTOU",0,"Volkswagen occasion","Touran","","
11 Rue du Saintois54520 Laxou
","
VOLKSWAGEN NANCY - AUTOSPHERE
",NA,"Octobre 2016
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","28 290
km","4 portes avec hayon","5
places","20 498 €","6
CV","115
Ch","Manuelle",NA,NA
"124","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230216047A1KVVOPE3M8",0,"Peugeot occasion","3008","","
11 Rue du Saintois54520 Laxou
","
VOLKSWAGEN NANCY - AUTOSPHERE
",NA,"Février 2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","39 500
km","4 portes avec hayon","5
places","18 298 €","6
CV","120
Ch","Automatique",NA,NA
"125","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-1/1230077141A1KVVOBMS1",0,"BMW occasion","Série 1","","
11 Rue du Saintois54520 Laxou
","
VOLKSWAGEN NANCY - AUTOSPHERE
",NA,"Juin 2014
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","112 500
km","4 portes avec hayon","5
places","13 996 €","5
CV","95
Ch","Manuelle",NA,NA
"126","https://www.paruvendu.fr/a/voiture-occasion/nissan/note/1230216026A1KVVONINOT",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"127","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1230216024A1KVVONIQAS",0,"Nissan occasion","Qashqai","","
16 Rue de Vimy59300 Valenciennes
","
NISSAN VALENCIENNES - AUTOSPHERE
",NA,"2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","26 825
km","4 portes avec hayon","5
places","19 990 €","5
CV","110
Ch","Manuelle",NA,NA
"128","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1230216025A1KVVONIQAS",0,"Nissan occasion","Qashqai","","
16 Rue de Vimy59300 Valenciennes
","
NISSAN VALENCIENNES - AUTOSPHERE
",NA,"2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","5 420
km","4 portes avec hayon","5
places","20 990 €","5
CV","110
Ch","Manuelle",NA,NA
"129","https://www.paruvendu.fr/a/voiture-occasion/nissan/navara/1230216018A1KVVONINAV",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"130","https://www.paruvendu.fr/a/voiture-occasion/nissan/micra/1230216015A1KVVONIMIC",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"131","https://www.paruvendu.fr/a/voiture-occasion/nissan/qashqai/1230216014A1KVVONIQAS",0,"Nissan occasion","Qashqai","","
Avenue du Pont de Bois59650 Villeneuve-d'Ascq
","
NISSAN LILLE - AUTOSPHERE
",NA,"Janvier 2012
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","73 952
km","4 portes avec hayon","5
places","11 490 €","6
CV","110
Ch","Manuelle",NA,NA
"132","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1230216012A1KVVOREMEG",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133","https://www.paruvendu.fr/a/voiture-occasion/volkswagen/tiguan/1230216010A1KVVOVWTIG",0,"Volkswagen occasion","Tiguan","","
6 Rue Jean Couzinet79000 Niort
","
VOLKSWAGEN NIORT - AUTOSPHERE
",NA,"Mars 2013
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","68 544
km","4 portes avec hayon","5
places","16 980 €","8
CV","140
Ch","Manuelle",NA,NA
"134","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230216008A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230216007A1KVVOPE2M8",0,"Peugeot occasion","2008","","
Route de Poitiers86400 Civray
","
PEUGEOT CIVRAY - AUTOSPHERE
",NA,"Juillet 2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","11 609
km","4 portes avec hayon","5
places","14 999 €","4
CV","82
Ch","Manuelle",NA,NA
"136","https://www.paruvendu.fr/a/voiture-occasion/audi/a1/1230216006A1KVVOAUA1",0,"Audi occasion","A1","","
1 Bis Avenue de l'Europe02400 Château-Thierry
","
VOLKSWAGEN CHATEAU THIERRY - AUTOSPHERE
",NA,"Décembre 2016
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","34 986
km","2 portes avec hayon","4
places","17 690 €","5
CV","116
Ch","Manuelle",NA,NA
"137","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230216003A1KVVOPE2M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"138","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230216000A1KVVOPE308",0,"Peugeot occasion","308","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Juillet 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","6
km","4 portes avec hayon","5
places","23 990 €","5
CV","100
Ch","Manuelle",NA,NA
"139","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215999A1KVVOPE2M8",0,"Peugeot occasion","2008","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Juin 2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","2
km","4 portes avec hayon","5
places","21 690 €","7
CV","128
Ch","Manuelle",NA,NA
"140","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230215997A1KVVORECLI",0,"Renault occasion","Clio","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Février 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","13 573
km","4 portes avec hayon","5
places","12 990 €","5
CV","90
Ch","Manuelle",NA,NA
"141","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215998A1KVVOPE2M8",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215996A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"143","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215995A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215993A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","https://www.paruvendu.fr/a/voiture-occasion/renault/megane/1230215994A1KVVOREMEG",0,"Renault occasion","Mégane","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Décembre 2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Essence","22 704
km","4 portes avec hayon","5
places","19 990 €","7
CV","132
Ch","Manuelle",NA,NA
"146","https://www.paruvendu.fr/a/voiture-occasion/peugeot/2008/1230215991A1KVVOPE2M8",0,"Peugeot occasion","2008","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Novembre 2017
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Essence","26 250
km","4 portes avec hayon","5
places","20 490 €","6
CV","110
Ch","Automatique",NA,NA
"147","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215990A1KVVOPE308",0,"Peugeot occasion","308","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Novembre 2017
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","5
km","4 portes avec hayon","5
places","22 490 €","6
CV","130
Ch","Manuelle",NA,NA
"148","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215989A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","https://www.paruvendu.fr/a/voiture-occasion/peugeot/traveller/1230215987A1KVVOPETRA",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","https://www.paruvendu.fr/a/voiture-occasion/fiat/500-x/1230215985A1KVVOFI50X",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215986A1KVVOPE308",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215984A1KVVOPE308",0,"Peugeot occasion","308","","
325 Rue Guillaume du Vair CS 2064813100 Aix-en-Provence
","
PEUGEOT AIX EN PROVENCE - AUTOSPHERE
",NA,"Septembre 2014
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","84 000
km","4 portes avec hayon","5
places","13 990 €","5
CV","115
Ch","Manuelle",NA,NA
"153","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215983A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","https://www.paruvendu.fr/a/voiture-occasion/peugeot/3008/1230215967A1KVVOPE3M8",0,"Peugeot occasion","3008","","
28 Avenue Voie Domitienne BP 60534500 Béziers
","
PEUGEOT BEZIERS - AUTOSPHERE
","","Juillet 2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,"106
g/km","Diesel","5 570
km","4 portes avec hayon","5
places","32 490 €","6
CV","130
Ch","Manuelle",NA,NA
"155","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308/1230215965A1KVVOPE308",0,"Peugeot occasion","308","","
17 Avenue Honoré de Balzac86100 Châtellerault
","
PEUGEOT CHATELLERAULT - AUTOSPHERE
",NA,"Août 2018
Assurance auto : Comparez",NA,"Berline",NA,NA,"Diesel","7 928
km","4 portes avec hayon","5
places","25 999 €","6
CV","130
Ch","Automatique",NA,NA
"156","https://www.paruvendu.fr/a/voiture-occasion/peugeot/108/1230215963A1KVVOPE108",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230215962A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","https://www.paruvendu.fr/a/voiture-occasion/toyota/verso/1230215960A1KVVOTOVER",0,"Toyota occasion","Verso","","
17 Avenue Honoré de Balzac86100 Châtellerault
","
PEUGEOT CHATELLERAULT - AUTOSPHERE
",NA,"Mars 2015
Assurance auto : Comparez",NA,"Monospace",NA,NA,"Diesel","98 208
km","4 portes avec hayon","5
places","12 999 €","6
CV","112
Ch","Manuelle",NA,NA
"159","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308-sw/1230215956A1KVVOPE8SW",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","https://www.paruvendu.fr/a/voiture-occasion/peugeot/308-sw/1230215955A1KVVOPE8SW",0,"Peugeot occasion","308 SW","","
162 Avenue de Villefranche BP 11141200 Romorantin-Lanthenay
","
PEUGEOT ROMORANTIN - AUTOSPHERE
",NA,"Octobre 2016
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","24 547
km","4 portes avec hayon","5
places","17 590 €","5
CV","120
Ch","Manuelle",NA,NA
"161","https://www.paruvendu.fr/a/voiture-occasion/peugeot/208/1230129296A1KVVOPE208",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"162","https://www.paruvendu.fr/a/voiture-occasion/bmw/x4/1230215954A1KVVOBMX4",0,"BMW occasion","X4","","
155 Avenue du 8 mai 1945 BP 116286000 Poitiers
","
BMW POITIERS - AUTOSPHERE
",NA,"Septembre 2015
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","28 085
km","4 portes avec hayon","5
places","39 900 €","10
CV","190
Ch","Automatique",NA,NA
"163","https://www.paruvendu.fr/a/voiture-occasion/ford/fiesta/1230215937A1KVVOFOFIE",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","https://www.paruvendu.fr/a/voiture-occasion/volvo/xc60/1230215934A1KVVOVOXC6",0,"Volvo occasion","XC60","","
Rue Paulin Richier08000 Charleville-Mézières
","
FORD CHARLEVILLE - AUTOSPHERE
",NA,"Décembre 2015
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","60 705
km","4 portes avec hayon","5
places","31 990 €","13
CV","220
Ch","Automatique",NA,NA
"165","https://www.paruvendu.fr/a/voiture-occasion/renault/clio/1230047919A1KVVORECLI",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","https://www.paruvendu.fr/a/voiture-occasion/bmw/x4/1230189318A1KVVOBMX4",0,"BMW occasion","X4","","
47 Rue Brémontier40990 Saint-Paul-lès-Dax
","
BMW DAX - AUTOSPHERE
",NA,"Septembre 2018
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","8 000
km","4 portes avec hayon","5
places","72 235 €","13
CV","231
Ch","Automatique",NA,NA
"167","https://www.paruvendu.fr/a/voiture-occasion/bmw/serie-5/1230215929A1KVVOBMS5",0,"BMW occasion","Série 5","","
47 Rue Brémontier40990 Saint-Paul-lès-Dax
","
BMW DAX - AUTOSPHERE
",NA,"Juin 2017
Assurance auto : Comparez",NA,"Break",NA,NA,"Diesel","14 154
km","4 portes avec hayon","5
places","42 190 €","10
CV","190
Ch","Automatique",NA,NA
"168","https://www.paruvendu.fr/a/voiture-occasion/audi/q3/1230215928A1KVVOAUQ3",0,"Audi occasion","Q3","","
47 Rue Brémontier40990 Saint-Paul-lès-Dax
","
BMW DAX - AUTOSPHERE
",NA,"Mars 2016
Assurance auto : Comparez",NA,"4x4 - SUV",NA,NA,"Diesel","58 788
km","4 portes avec hayon","5
places","31 990 €","10
CV","184
Ch","Automatique",NA,NA
